ID,Text,Comment
Building.MemorialToFamily.DisplayName,Monument der Familie,A large brazier surrounded by statues of a beaver family
Building.MetalFence.Description,Ein dekorativer Zaun aus Metall.,
Building.MetalFence.DisplayName,Metallzaun,
Building.MetalFence.FlavorDescription,"Nimm dich vor dem Biber in Acht, der Metall dem Holz vorzieht.","Reference to ""beware the dog"" often written on fences."
Building.MetalPlatform.FlavorDescription,„Dieser Tisch sah im Katalog kleiner aus.“ – Oma Mangonella,"This platform looks like an enormours metal table, and Ma' Ngnonel is an older beaver. Please keep her name the same as in other localized flavor texts."
Building.MetalPlatform3x3.Description,"Eine Metallplattform, die von einer robusten Mittelsäule getragen wird.",
Building.MetalPlatform3x3.DisplayName,Metallplattform 3x3,Numbers at the end denote size X by Y.
Building.MetalPlatform5x5.Description,"Eine große Metallplattform, die von einer robusten Mittelsäule getragen wird.",
Building.MetalPlatform5x5.DisplayName,Metallplattform 5x5,Numbers at the end denote size X by Y.
Building.Mine.Description,"Beschäftigt Minenarbeiter, die in unterirdischen Ruinen Altmetall fördern.","Underground Ruins is a building, same as Building.Underground Ruins.DisplayName"
Building.Mine.DisplayName,Mine,An extracting facility which can be placed on underground ruins.
Building.Mine.FlavorDescription,„Zu gierig und zu tief schürfen“? Papperlapapp.,"The mine provides an endless supply of scrap metal. Reference to 'they delved too greedily and too deep, and disturbed that from which they fled, Durin's Bane' from LOTR"
Building.MiniLodge.Description,Eine kleine Hütte für einen einzigen Biber.,
Building.MiniLodge.DisplayName,Minihütte,A small lodge for only one beaver
Building.MiniLodge.FlavorDescription,Ein einsamer Biber ist manchem lieber.,Referencing 'Two Beavers Are Better Than One' meme-song from 'How I Met Your Mother' TV show.
Building.Motivatorium.Description,"Ein mechanisches Theater, das die Grundwerte der Eisenzahnkultur lehrt.",Iron Teeth must be the same as Faction.IronTeeth.DisplayName.
Building.Motivatorium.DisplayName,Motivatorium,
Building.Motivatorium.FlavorDescription,„Von Tag zu Tag und Nacht zu Nacht arbeiten wir und plagen uns. Es gibt nichts Schöneres.“ – Alter Kasimir,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.MudBath.Description,Ein mechanisch mit Blasen versetztes Schlammbad.,
Building.MudBath.DisplayName,Schlammbad,"A mud bath infused with bubbles, basically a jacuzzi but that word is too human."
Building.MudBath.FlavorDescription,Wo all die Blasen wohl herkommen?,Fart joke but it's easy to see it as bubbles all appear in the middle of the bath where the visitors' tails are directed.
Building.MudPit.Description,Ein entspannendes Schlammbad.,This building allows beavers to relax in an area similar to a spa.
Building.MudPit.DisplayName,Schlammgrube,"This building is a pit filled with mud, not for storage but entertainment."
Building.MudPit.FlavorDescription,Hier bauen die Jungtiere ihre ersten kleinen Dämme.,
Building.NaturalDam.Description,"Eine natürliche Barriere, die Wasser staut, aber eine gewisse Menge durch einen Überlauf hindurchlässt. Kann abgerissen werden.",
Building.NaturalDam.DisplayName,Natürlicher Damm,
Building.NaturalOverhang.Description,"Eine herausragende Steinplattform, die als Brücke oder Fundament dient. Sie ist wasserdicht.",
Building.NaturalOverhang.FlavorDescription,"„Achte nur darauf, dass es Wasser unter dir gibt, bevor du springst!“ – Suli",
Building.NaturalOverhang2x1.DisplayName,Natürlicher Überhang 2x1,This structure is a solid rock overhang. Numbers at the end denote size X by Y.
Building.NaturalOverhang3x1.DisplayName,Natürlicher Überhang 3x1,This structure is a solid rock overhang. Numbers at the end denote size X by Y.
Building.NaturalOverhang4x1.DisplayName,Natürlicher Überhang 4x1,This structure is a solid rock overhang. Numbers at the end denote size X by Y.
Building.Numbercruncher.Description,"Eine komplizierte Maschine, die Berechnungen durchführt, ohne dass sie von Bibern bedient werden muss.",This machine is a primitive computer.
Building.Numbercruncher.DisplayName,Zahlenjongleur,A machine that's a primitive computer. It generates science points by performing research.
Building.Numbercruncher.FlavorDescription,Dem mittlerweile veralteten Ziffernkauer deutlich überlegen.,"Suggests that beavers - just like hoomans - create new generations of ""computers"" and retire old ones."
Building.Observatory.Description,"Durch die Betrachtung der Sterne erlangen die Biber mehr Wissen über die Welt, in der sie leben.",A building where beavers look into the space using telescopes
Building.Observatory.DisplayName,Sternwarte,A building where beavers look into the space using telescopes
Building.Observatory.FlavorDescription,Der nächste logische Schritt nach dem Sternegucken am Lagerfeuer.,
Building.OilPress.Description,Presst Öl aus geeigneten Pflanzen.,Oil should be the same as in Building.OilPress.DisplayName
Building.OilPress.DisplayName,Ölpresse,A building that's a giant press that squeezes out oil.
Building.OilPress.FlavorDescription,"Unter neugierigen Jungtieren ist es ein Trend, alles, was nicht niet- und nagelfest ist, in diese Presse zu legen.","The process of squishing things with hydraulic press filmed in slo-mo is oddly fascinating, and makes for popular YT videos."
Building.Overhang.Description,"Eine herausragende Plattform, die als Brücke oder Fundament für andere Gebäude dienen kann.",
Building.Overhang.FlavorDescription,"„Ach, das sieht aus, als würden wir eine Himmelstreppe bauen. Da kommt mir ein Gedanke …“ – Pina",
Building.Overhang2x1.DisplayName,Überhang 2x1,An artificial overhang made out of wood and metal that allows new buildings to be put on top of it. Numbers at the end denote size X by Y.
Building.Overhang3x1.DisplayName,Überhang 3x1,An artificial overhang made out of wood and metal that allows new buildings to be put on top of it. Numbers at the end denote size X by Y.
Building.Overhang4x1.DisplayName,Überhang 4x1,An artificial overhang made out of wood and metal that allows new buildings to be put on top of it. Numbers at the end denote size X by Y.
Building.Overhang5x1.DisplayName,Überhang 5x1,An artificial overhang made out of wood and metal that allows new buildings to be put on top of it. Numbers at the end denote size X by Y.
Building.Overhang6x1.DisplayName,Überhang 6x1,An artificial overhang made out of wood and metal that allows new buildings to be put on top of it. Numbers at the end denote size X by Y.
Building.PaperMill.Description,Eine mechanisierte Papierfabrik.,Paper is a name of a good.
Building.PaperMill.DisplayName,Papierfabrik,
Building.PaperMill.FlavorDescription,"Was zu Anfang bloß ein getrockneter Snack für hungrige Plünderer war, fand schnell andere Einsatzbereiche.",
Building.Path.Description,Gebäude müssen durch Pfade verbunden sein.,
Building.Path.DisplayName,Pfad,
Building.Path.FlavorDescription,"„Das Wandern ist der Bibers Lust, das Waaaandern.“ – beliebtes Biberlied","Adapted from ""Take Me Home, Country Roads"" by John Denver"
Building.PlankFence.Description,Ein dekorativer Zaun aus Brettern.,
Building.PlankFence.DisplayName,Bretterzaun,
Building.Platform.Description,"Eine erhöhte Plattform, die als Brücke oder Fundament für andere Gebäude dienen kann.",
Building.Platform.DisplayName,Plattform,
Building.Platform.FlavorDescription,Die beeindruckende Tragfähigkeit von Biberplattformen macht sie zu Meisterwerken der Konstruktionstechnik.,
Building.PoleBanner.Description,"Ein hohes, anpassbares Banner.",
Building.PoleBanner.DisplayName,Mastbanner,"Tall, hanging banner on a pole."
Building.PowerShaft.Description,Überträgt Energie.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.DisplayName,Antriebswelle,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.FlavorDescription,Eine grandiose Erfindung – jetzt noch grandioser.,Flavor text for the Power Shaft building
Building.PowerWheel.Description,Eine von Bibern betriebene Notfallenergiequelle.,
Building.PowerWheel.DisplayName,Energierad,Meaning a wheel that produces power
Building.PowerWheel.FlavorDescription,"Die Biber erkannten schnell, dass sie einige Techniken von weniger fortschrittlichen Nagetieren übernehmen konnten.",This building looks like a hamster wheel.
Building.PrintingPress.Description,Verarbeitet Papierprodukte.,Paper should be the same as Good.Paper.DisplayName
Building.PrintingPress.DisplayName,Druckerpresse,
Building.PrintingPress.FlavorDescription,"Da Biber die Angewohnheit haben, jede Buchseite direkt nach dem Lesen aufzufuttern, ist gute Literatur immer Mangelware.",
Building.Refinery.Description,Produziert verschiedene Arten von Treibstoff für Roboter.,Bots should be the same as Bot.PluralDisplayName.
Building.Refinery.DisplayName,Raffinerie,A building where old food is processed to make biofuel
Building.Refinery.FlavorDescription,"Reduzieren, raffinieren, recyceln.","Adapted ""Reduce, reuse, recycle"" tagline."
Building.Relic.Description,"Antike Technologie, die für einen wissenschaftlichen Durchbruch abgerissen werden kann.",
Building.Relic.DisplayName,Relikt,Remains of a human structure/device that can be demolished to obtain a certain amount of the Science resource
Building.ReservePile.DisplayName,Reservestapel,
Building.ReserveTank.DisplayName,Reservetank,
Building.ReserveWarehouse.DisplayName,Reservelager,
Building.Roof.FlavorDescription,"Ein schickeres Dach reicht oft aus, um eine freundliche Rivalität in der Nachbarschaft anzuheizen.",
Building.Roof1x1.DisplayName,Dach 1x1,Numbers at the end denote size X by Y
Building.Roof1x2.DisplayName,Dach 1x2,Numbers at the end denote size X by Y
Building.Roof2x2.DisplayName,Dach 2x2,Numbers at the end denote size X by Y
Building.Roof2x3.DisplayName,Dach 2x3,Numbers at the end denote size X by Y
Building.Roof3x2.DisplayName,Dach 3x2,Numbers at the end denote size X by Y
Building.RooftopTerrace.Description,"Eine erhöhte Terrasse, auf der sich die Biber treffen und die Aussicht genießen können.",
Building.RooftopTerrace.DisplayName,Dachterrasse,
Building.RooftopTerrace.FlavorDescription,"Hier lässt es sich gut aushalten, und was für eine Aussicht!",
Building.Rowhouse.Description,Praktische Gemeinschaftsunterkünfte mit kleiner Grundfläche.,
Building.Rowhouse.DisplayName,Reihenhaus,"A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row."
Building.Rowhouse.FlavorDescription,„In Reih und Glied marschieren wir in die Zukunft.“ – Alter Kasimir,
Building.Ruins.Description,Ein begrenzter Vorrat an Altmetall.,Metal is a name of a good.
Building.Ruins.DisplayName,Ruinen,
Building.Ruins.FlavorDescription,"Über das ganze Land verstreute menschliche Ruinen versorgten die Biber mit etwas Unvorstellbaren – ein Gut, das Holz überlegen ist.",
Building.Scarecrow.Description,"Eine Felddekoration, die einst zum Verscheuchen von Vögeln diente, begeistert heute Jung und Alt.",
Building.Scarecrow.DisplayName,Vogelscheuche,
Building.Scarecrow.FlavorDescription,Herausragend in ihrem Feld.,
Building.ScavengerFlag.Description,Plünderer sammeln Altmetall aus Ruinen.,Metal is a name of a good;Ruins are a building
Building.ScavengerFlag.DisplayName,Plündererflagge,
Building.ScavengerFlag.FlavorDescription,Plünderer bringen Metall in traditionell hölzerne Siedlungen – damit verdienen sie sich Respekt bei einigen und ernten Verachtung bei anderen.,
Building.Scratcher.Description,Eine Maschine zum Kratzen von schwer erreichbaren Stellen.,
Building.Scratcher.DisplayName,Kratzbürste,A rotating brush which beavers use to scratch their fur. For reference google videos of cow scratchers.
Building.Scratcher.FlavorDescription,"Sobald sie sich mal entspannen, juckt es den Eisenzähnen in den Pfoten, wieder an die Arbeit zu gehen.",Itching meaning having an itch as well as an idiom for wanting to do something very much. If possible try to adapt the phrase to fit your language. Iron Teeth must be the same as Faction.IronTeeth.DisplayName.
Building.Shower.Description,Ein erfrischender Flusswasserstrahl zum Befeuchten des Fells.,
Building.Shower.DisplayName,Dusche,A simple shower for beavers.
Building.Shower.FlavorDescription,Macht die Eroberung des Ödlands ein wenig erträglicher.,
Building.Shrub.DisplayName,Strauch,Must be different than 'Bush' which is a plant in the game
Building.Shrub.FlavorDescription,Dekorationen sollten praktischerweise sowohl hübsch als auch schmackhaft sein.,
Building.Slope.DisplayName,Steigung,
Building.Slope.FlavorDescription,"Wer immer sie hier erschuf, die Biber sind dafür dankbar.",
Building.Sluice.AboveContaminationToggle,Schließen oberhalb von Kontaminierungsgrad: {0},"Label of a toggle that enables automation based on contamination level, {0} stands for currently set level, ie 5%"
Building.Sluice.BelowContaminationToggle,Schließen unterhalb von Kontaminierungsgrad: {0},"Label of a toggle that enables automation based on contamination level, {0} stands for currently set level, ie 5%"
Building.Sluice.Contamination,Kontaminierungsgrad: {0},"Level of the water contamination, {0} stands for contamination level in percent. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Building.Sluice.Description,"Ein unidirektionaler, automatisierter Wasserabfluss.",
Building.Sluice.DisplayName,Schütz,Also known as a sluice gate. Different than Building.Floodgate.DisplayName.
Building.Sluice.DownstreamDepth,Abwärtsstromtiefe {0},{0} stands for chosen downstream depth maintained by the building.
Building.Sluice.FlavorDescription,"„Suli, hast du wieder vergessen, das Faulwasser wegzuspülen?“ – Oma Mangonella",Badwater has to be consistent with Good.Badwater.DisplayName
Building.Sluice.MaximumDepthToggle,Schließen ab Abwärtsstromtiefe: {0},Label of a toggle that enables automation based on the maximum downstream depth of water
Building.Sluice.Mode.Auto,Auto.,Label of the toggle that sets the sluice to work in automatic mode
Building.Sluice.Mode.AutoClosed,Auto.: Geschlossen,Label for sluice working in automatic mode and is closed
Building.Sluice.Mode.AutoOpen,Auto.: Geöffnet,Label for sluice working in automatic mode and is opened
Building.Sluice.Mode.Closed,Geschlossen,Label of the toggle that sets the sluice to be always closed
Building.Sluice.Mode.Open,Geöffnet,Label of the toggle that sets the sluice to be always open
Building.Sluice.Synchronize,Mit anliegenden Schützen synchronisieren,
Building.SmallIndustrialPile.DisplayName,Kleiner industrieller Stapel,
Building.SmallIndustrialPile.FlavorDescription,„Sie haben also ein Dach draufgeknallt und es ‚industriell‘ genannt. Typisch.“ – Kiefah,
Building.SmallPile.Description,Lagert sperrige Güter.,
Building.SmallPile.DisplayName,Kleiner Stapel,
Building.SmallPile.FlavorDescription,"Niemand, der auch nur den geringsten Funken an Selbstachtung hat, wirf Baumaterialien einfach auf den Boden.",
Building.SmallTank.Description,Speichert Flüssigkeiten.,
Building.SmallTank.DisplayName,Kleiner Tank,
Building.SmallTank.FlavorDescription,"Um in der rauen Umgebung zu überleben, mussten die Biber lernen, jeden Tropfen Wasser zu sparen.",
Building.SmallWarehouse.Description,Lagert Güter.,
Building.SmallWarehouse.DisplayName,Kleines Lagerhaus,
Building.SmallWarehouse.FlavorDescription,„Bitte kein Dynamit in meiner Vorratskammer. Danke.“ – Oma Mangonella,
Building.Smelter.Description,Schmilzt Altmetall ein und wandelt es in Metallblöcke um.,Scrap metal should be the same as Good.ScrapMetal.DisplayName and metal blocks should be the same as Good.MetalBlock.DisplayName
Building.Smelter.DisplayName,Schmelzerei,A facility that uses very high temperature to produce metal blocks from iron ore.
Building.Smelter.FlavorDescription,Die neue Biberwelt wird mit Schweiß und dem Geruch von verbranntem Fell geformt.,
Building.SpiralStairs.DisplayName,Wendeltreppe,Name of a building that allows beavers to climb up and down in a spiral manner.
Building.SquareBanner.Description,"Ein quadratisches, anpassbares Banner.",
Building.SquareBanner.DisplayName,Quadratisches Banner,"Short, standing banner in a square bracket."
Building.Stairs.DisplayName,Treppe,
Building.Stairs.FlavorDescription,Die Erfindung der Treppe brachte die Bibergesellschaft auf die nächste Ebene.,
Building.StartingLocation.DisplayName,Startposition,
Building.SteamEngine.Description,"Verbrennt Kraftstoff, um Energie zu erzeugen.",
Building.SteamEngine.DisplayName,Dampfmaschine,
Building.SteamEngine.FlavorDescription,"Eine großartige Erfindung der Eisenzähne, die den anderen Bibernationen jedoch schon bald ein Dorn im Auge wurde.","Iron Teeth is one of the playable factions, with the Engine being one of their unique buildings."
Building.StreamGauge.Contamination,Kontaminierung: {0},"Level of the water contamination, {0} stands for contamination level in percent. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Building.StreamGauge.Current,Fließgeschwindigkeit: {0} m³/s,"Intensity of the water current, {0} stands for current speed in cubic metre per second"
Building.StreamGauge.Depth,Tiefe: {0},"Level of the water depth, {0} stands for this value in meters"
Building.StreamGauge.Description,"Misst Wassertiefe, Fließgeschwindigkeit und Faulwasserkontaminierung.",Badwater should be the same as Good.Badwater.DisplayName.
Building.StreamGauge.DisplayName,Wasserströmungsanzeige,
Building.StreamGauge.FlavorDescription,"Es gibt Gezeiten für der Biber Treiben. Nimmt man die Flut wahr, führt sie uns zum Glück.",Adapted quote from Shakespeare's 'Julius Cesar'
Building.StreamGauge.GreatestDepth,Maximale Tiefe: {0},"Level of the greatest noted water depth, {0} stands for this value in meters"
Building.StreamGauge.Reset,Zurücksetzen,
Building.SuspensionBridge.Description,Ermöglicht Bibern das Überqueren von Klüften.,
Building.SuspensionBridge.FlavorDescription,"Stabiler, als man denken würde.",
Building.SuspensionBridge1x1.DisplayName,Hängebrücke 1x1,Numbers at the end denote size X by Y
Building.SuspensionBridge2x1.DisplayName,Hängebrücke 2x1,Numbers at the end denote size X by Y
Building.SuspensionBridge3x1.DisplayName,Hängebrücke 3x1,Numbers at the end denote size X by Y
Building.SuspensionBridge4x1.DisplayName,Hängebrücke 4x1,Numbers at the end denote size X by Y
Building.SuspensionBridge5x1.DisplayName,Hängebrücke 5x1,Numbers at the end denote size X by Y
Building.SuspensionBridge6x1.DisplayName,Hängebrücke 6x1,Numbers at the end denote size X by Y
Building.SwimmingPoll.FlavorDescription,"„Das ist eine wirklich gute Zeit, aber an deinem Rutenschlag sollten wir noch arbeiten.“ – Kiefah","Backstroke is a swimming style, but beavers also have tails. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.SwimmingPool.Description,Getrennte Schwimmbahnen ermöglichen ein ungestörtes Unterwasser-Ganzkörpertraining.,
Building.SwimmingPool.DisplayName,Schwimmbecken,
Building.TappersShack.Description,"Beschäftigt Zapfer, die Saft und Sirup von Bäumen sammeln.",
Building.TappersShack.DisplayName,Zapferhütte,"A shack where workers tap trees to gather sap and syrups, similar to sugar shacks in Canada."
Building.TappersShack.FlavorDescription,"Jungtieren wird früh beigebracht, dass jeder Tropfen zählt – sei es Wasser oder Harz.",
Building.TeethGrindstone.Description,Schärft abgebrochene Zähne.,Chipped teeth refers to Need.ChippedTeeth.CriticalDescription
Building.TeethGrindstone.DisplayName,Zahnschleifstein,A grindstone contraption for sharpening beaver teeth
Building.TeethGrindstone.FlavorDescription,Mit Gewohnheit lassen sich selbst die lästigsten Routinen einschleifen.,"This building is used by beavers to clear the ""chipped teeth"" status. Chipped teeth refers to Need.ChippedTeeth.DisplayName."
Building.TerrainBlock.Description,Ein künstlicher Geländeblock. Die Baureihenfolge folgt den Pfeilen oben.,Block of terrain refers to Building.TerrainBlock.DisplayName.
Building.TerrainBlock.DisplayName,Geländeblock,A 1x1x1 chunk of terrain
Building.Thorns.Description,"Ein unüberwindbares Hindernis, das zudem Bewässerung und Kontaminierung verhindert. Es ist schwer zu beseitigen und kann Verletzungen verursachen.",
Building.Thorns.DisplayName,Dornen,
Building.TributeToIngenuity.DisplayName,Hommage an den Erfindergeist,Name of a monument
Building.TributeToIngenuity.FlavorDescription,„Natürlich hat es einen Zweck. Es schindet Eindruck.“ – Alter Kasimir,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.TripleDynamite.DisplayName,Dreifachdynamit,Dynamite that makes 3 blocks deep hole
Building.TripleFloodgate.DisplayName,Dreifachschleuse,
Building.TripleFloodgate.FlavorDescription,Noch höher und es könnte dem Gewicht des Wassers nicht mehr standhalten.,
Building.TripleLodge.Description,Beherbergt eine große Anzahl Biber.,Houses thrice the amounts of beavers as normal lodge
Building.TripleLodge.DisplayName,Dreifachhütte,
Building.TripleLodge.FlavorDescription,"„Seid fruchtbar und mehret euch“ ist ein Spruch, den Rustikalruten sehr ernst nehmen.",Go Forth and multiply is a biblical quote.
Building.TriplePlatform.DisplayName,Dreifachplattform,Triple as triple the height of a normal platform
Building.TriplePlatform.FlavorDescription,Das Nagen an Stützpfeilern ist strengstens untersagt!,
Building.Tubeway.Description,"Ein schnelles, wenn auch etwas beengtes Transportmittel für Biber.",
Building.Tubeway.DisplayName,Rohrbahn,"Tubeways are used as a network of large pipes for faster transportation around the map. Departure and arrival  happens in Building.TubewayStation.DisplayName, so they should be named similarly."
Building.Tubeway.FlavorDescription,Der Zusammenstoß zweier Biberköpfe gilt als Ursprung einiger der verrücktesten Erfindungen der Eisenzähne.,Hitting your head can be a source of crazy ideas in cartoons. Iron Teeth should be the same as Faction.IronTeeth.DisplayName
Building.TubewayStation.Description,Ein Ein- und Ausgang zum Rohrbahnnetz.,
Building.TubewayStation.DisplayName,Rohrbahnstation,"Beavers use it to enter Building.Tubeway.DisplayName, so they should be named similarly."
Building.TubewayStation.FlavorDescription,"Klaustrophobischen Bibern wird empfohlen, stattdessen einen Pfad zu nehmen.","Tubeways are very tight corridors, so they wouldn't be accessible for beavers scared of such places."
Building.Tunnel.Description,"Untertunnelt Gelände und ersetzt es durch eine Plattform. Verwende das Ebenenwerkzeug, um unter Gelände oder Strukturen zu sehen.","Platform is a building, same as Building.Platform.DisplayName"
Building.Tunnel.DisplayName,Tunnel,Tunnel is a type of building that - when built - removes a tile of terrain and creates an underground tunnel
Building.UndergroundPile.DisplayName,Unterirdischer Stapel,"The underground version of a pile, for reference check Building.SmallPile.DisplayName or Building.LargePile.DisplayName"
Building.UndergroundPile.FlavorDescription,Der ganze Stauraum ist die Treppe wert.,
Building.UndergroundRuins.Description,Verschüttete Ruinen voller Metall zum Bergen.,
Building.UndergroundRuins.DisplayName,Unterirdische Ruinen,Buried ruins on top of which an extracting facility - a mine - can be placed.
Building.UndergroundRuins.FlavorDescription,Was die Menschen dort unten auch getrieben haben mögen: es hat viel Metall erfordert.,
Building.UnstableCore.Description,"Ein altes Gerät, das zwangsläufig explodieren wird.",
Building.UnstableCore.DisplayName,Instabiler Kern,An object that can be placed in map editor that explodes after a set time. Name shouldn't suggest strictly military use or radioactive effect.
Building.VerticalPowerShaft.Description,Überträgt Energie. Wird nach oben verbunden.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalPowerShaft.DisplayName,Vertikale Antriebswelle,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalPowerShaft.FlavorDescription,"Praktisch, wenn der Energieverbrauch steigt.","Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalTubeway.Description,"Ein schnelles, wenn auch etwas beengtes Transportmittel für Biber. Wird nach oben verbunden.",The first sentence must be the same as Building.Tubeway.Description
Building.VerticalTubeway.DisplayName,Vertikale Rohrbahn,"An expanded version of the Building.Tubeway.DisplayName with a solid platform on top of it, that allows other Tubes or structures to be placed on top of it. Tubes are used as a network of large pipes for faster transportation around the map. Departure and arrival happens in Building.TubewayStation.DisplayName, so they should be named similarly."
Building.VerticalTubeway.FlavorDescription,"Geh nach oben, oben, unten, unten, links, rechts, links, rechts, zurück und vor. Hm, du bist wieder genau am Startpunkt.",Konami Code reference
Building.WaterPump.Description,Fördert und filtert Trinkwasser für Biber. Faulwasserkontaminierung verlangsamt die Pumpleistung.,Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.WaterPump.DisplayName,Wasserpumpe,
Building.WaterPump.FlavorDescription,Morgens nach dem Aufstehen erst mal pumpen gehen.,"""Pumped"" pun, feel free to adapt."
Building.WaterSeep.Description,Eine Wasserquelle mit geringem Druck.,
Building.WaterSeep.DisplayName,Wasseraustritt,"A building that allows water to seep through, creating a natural water source."
Building.WaterSource.DisplayName,Wasserquelle,
Building.WaterSource.FlavorDescription,„Möge dein Fluss stets im Fluss bleiben.“ – Ein beliebter Bibergruß,
Building.WaterWheel.Description,Produziert Energie und sollte an einem Flussufer in fließendem Wasser platziert werden.,Power is not an electrical but mechanical/kinetic energy.
Building.WaterWheel.DisplayName,Wasserrad,
Building.WaterWheel.FlavorDescription,Das Opus Magnum des Alten Kasimir.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Weathervane.Description,"Eine kleine Windfahne, die Windrichtung und -stärke anzeigt.",
Building.Weathervane.DisplayName,Wetterfahne,A decoration that turns towards the wind
Building.Weathervane.FlavorDescription,"„Wenn ich mich nicht irre, könnte dieses Ding hier fliegen, wenn man es an einen Motor und ein Paar Flügel befestigen würde.“ – Kiefah","Referencing the Wright brothers and their first-ever aircraft. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.Weathervane.WindStrength,Windstärke: {0} %,This tells how strong the wind is in percent between 0 and 100
Building.WindTunnel.Description,"Eine Maschine, die Biber abheben lässt, um ihnen Extremerfahrungen zu ermöglichen.",
Building.WindTunnel.DisplayName,Windtunnel,
Building.WindTunnel.FlavorDescription,„Natürlich können Biber fliegen! Es ist nur eine Frage der Aerodynamik.“ – Alter Kasimir,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.WindTurbine.Description,Erzeugt Energie proportional zur Windgeschwindigkeit.,
Building.WindTurbine.DisplayName,Windturbine,
Building.WindTurbine.FlavorDescription,Ein Fähnlein im Wind ist wie ein Biber – gemeinsam sind sie stark.,"Reference to ""Dust in the Wind"" by Kansas."
Building.WoodFence.Description,Ein dekorativer Zaun aus Rohholz.,
Building.WoodFence.DisplayName,Holzzaun,
Building.WoodFence.FlavorDescription,"Ein wenig wie ein Damm, aber für Biber.",
Building.WoodWorkshop.Description,Verstärkt Bretter durch die Behandlung mit Harz.,It produces treated / impregnated planks. The resin used is a pine resin.
Building.WoodWorkshop.DisplayName,Holzwerkstatt,It produces treated / impregnated planks. Do NOT use the same term as lumber mill.
Building.WoodWorkshop.FlavorDescription,"Wer Qualitätsprodukte schaffen will, muss mit Harz an die Arbeit gehen.","'Because resins' sounds like 'Because reasons', wordplay on an older meme."
Building.ZiplineBeam.Description,"Ein horizontaler Träger, der die Seile der Seilbahnen zwischen den Stationen trägt.",
Building.ZiplineBeam.DisplayName,Seilbahnträger,"A horizontal pole with an anchor point at its end that serves as a base for connecting zipline networks, which are used by beavers to travel faster around the map. Departure and arrival happens in Building.ZiplineStation.DisplayName, so they should be named similarly."
Building.ZiplineBeam.FlavorDescription,Wir müssen zusätzliche Träger bauen. – Kiefah,"Reference to the Starcraft warning ""We must construct additional pylons"", but a subversion of expectations since it's not on the pylon building."
Building.ZiplinePylon.Description,"Ein Mast, der die Seile der Seilbahnen zwischen den Stationen trägt.",
Building.ZiplinePylon.DisplayName,Seilbahnmast,"A high pole that serves as a base for connecting zipline networks, which are used by beavers to travel faster around the map. Departure and arrival happens in Building.ZiplineStation.DisplayName, so they should be named similarly."
Building.ZiplinePylon.FlavorDescription,"Ein Klaps auf den Schwanz gehört zum guten Ton, wenn man an einem anderen Biber vorbeikommt.",Beaver version of a high five
Building.ZiplineStation.Description,Eine schnelle und aufregende Art zu reisen.,
Building.ZiplineStation.DisplayName,Seilbahnstation,"A station used for boarding zipline networks. They can be extended further using Building.ZiplinePylon.DisplayName, so they should be named similarly."
Building.ZiplineStation.FlavorDescription,„Zum Fahren muss dein Biberschwanz so lang sein.“ – Schild am Eingang,"Reference to signs placed at amusement parks in front of the rides, but requiring tail length instead of height."
BuildingTools.CantUnlock,{0} kann nicht freigeschaltet werden; nicht genug Wissenschaftspunkte verfügbar.,{0} stands for Building.DisplayName {1} stands for amount. Prompt when player doesn't have enough science points to unlock a building.
BuildingTools.DistrictsInConflict,Bezirke müssen durch einen Bezirksknotenpunkt getrennt sein.,A warning when a player tries to connect two districts without separating them with a District Crossing. District Crossing should be the same as Building.DistrictCrossing.DisplayName
BuildingTools.UnlockLabel,Freischalten:,"Label of the button that unlocks the building, please keep short."
BuildingTools.UnlockPrompt,"Bist du sicher, dass du {0} freischalten möchtest? Es kostet {1} Wissenschaftspunkte.",{0} stands for Building.DisplayName {1} stands for amount. Prompt when player presses to unlock a building.
Buildings.AboveGround,<YellowHighlight>Hochbau:</YellowHighlight> Muss auf anderen Gebäuden platziert werden.,
Buildings.BadwaterAccess,<YellowHighlight>Faulwasserabhängig:</YellowHighlight> Benötigt Zugang zu Faulwasser.,
