ID,Text,Comment
Building.Overhang4x1.DisplayName,Sporgenza 4x1,An artificial overhang made out of wood and metal that allows new buildings to be put on top of it. Numbers at the end denote size X by Y.
Building.Overhang5x1.DisplayName,Sporgenza 5x1,An artificial overhang made out of wood and metal that allows new buildings to be put on top of it. Numbers at the end denote size X by Y.
Building.Overhang6x1.DisplayName,Sporgenza 6x1,An artificial overhang made out of wood and metal that allows new buildings to be put on top of it. Numbers at the end denote size X by Y.
Building.PaperMill.Description,Una fabbrica di carta meccanizzata.,Paper is a name of a good.
Building.PaperMill.DisplayName,Cartiera,
Building.PaperMill.FlavorDescription,Quello che era nato come uno spuntino essiccato per i cercatori ha presto trovato molteplici usi.,
Building.Path.Description,Gli edifici devono essere collegati da strade.,
Building.Path.DisplayName,Strada,
Building.Path.FlavorDescription,"“Voglio andare a casa, ma il capanno dov’è? Il capanno dove rosicchiare con te.” – Canzone castoresca molto popolare","Adapted from ""Take Me Home, Country Roads"" by John Denver"
Building.PlankFence.Description,Una recinzione decorativa fatta di assi.,
Building.PlankFence.DisplayName,Recinzione di assi,
Building.Platform.Description,Una piattaforma rialzata che può essere usata come ponte o come fondamenta per altri edifici.,
Building.Platform.DisplayName,Piattaforma,
Building.Platform.FlavorDescription,La portata impressionante delle piattaforme dei castori le rendono un capolavoro dell’ingegneria.,
Building.PoleBanner.Description,Uno striscione personalizzabile alto.,
Building.PoleBanner.DisplayName,Striscione su asta,"Tall, hanging banner on a pole."
Building.PowerShaft.Description,Trasferisce energia.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.DisplayName,Albero energetico,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.FlavorDescription,Una grande invenzione resa ancora più grande.,Flavor text for the Power Shaft building
Building.PowerWheel.Description,Una fonte di energia di riserva alimentata dai castori.,
Building.PowerWheel.DisplayName,Ruota energetica,Meaning a wheel that produces power
Building.PowerWheel.FlavorDescription,I castori hanno velocemente appreso che potevano prendere in prestito tecniche da roditori meno avanzati.,This building looks like a hamster wheel.
Building.PrintingPress.Description,Produce beni cartacei.,Paper should be the same as Good.Paper.DisplayName
Building.PrintingPress.DisplayName,Stampatrice,
Building.PrintingPress.FlavorDescription,"Normalmente i castori consumano ogni pagina dopo averla letta, perciò la domanda di buoni libri è sempre elevata.",
Building.Refinery.Description,Produce vari tipi di carburante per castoribot.,Bots should be the same as Bot.PluralDisplayName.
Building.Refinery.DisplayName,Raffineria,A building where old food is processed to make biofuel
Building.Refinery.FlavorDescription,"Riduci, raffina, ricicla.","Adapted ""Reduce, reuse, recycle"" tagline."
Building.Relic.Description,Antica tecnologia che può essere demolita per un'esplosione di scienza.,
Building.Relic.DisplayName,Reliquia,Remains of a human structure/device that can be demolished to obtain a certain amount of the Science resource
Building.ReservePile.DisplayName,Pila di riserva,
Building.ReserveTank.DisplayName,Serbatoio di riserva,
Building.ReserveWarehouse.DisplayName,Magazzino di riserva,
Building.Roof.FlavorDescription,A volte basta anche solo un tetto più decorato per scatenare una sana rivalità tra vicini.,
Building.Roof1x1.DisplayName,Tetto 1x1,Numbers at the end denote size X by Y
Building.Roof1x2.DisplayName,Tetto 1x2,Numbers at the end denote size X by Y
Building.Roof2x2.DisplayName,Tetto 2x2,Numbers at the end denote size X by Y
Building.Roof2x3.DisplayName,Tetto 2x3,Numbers at the end denote size X by Y
Building.Roof3x2.DisplayName,Tetto 3x2,Numbers at the end denote size X by Y
Building.RooftopTerrace.Description,Una terrazza sopraelevata dove i castori possono socializzare e godersi il panorama.,
Building.RooftopTerrace.DisplayName,Terrazza sul tetto,
Building.RooftopTerrace.FlavorDescription,"Il luogo ideale per parlare fino a notte fonda. Con una vista meravigliosa, per di più!",
Building.Rowhouse.Description,"Alloggi condivisi, molto funzionali, a basso impatto.",
Building.Rowhouse.DisplayName,Casa a schiera,"A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row."
Building.Rowhouse.FlavorDescription,Un tetto è sempre meglio di tane e cunicoli.,
Building.Ruins.Description,Una scorta limitata di rottami di metallo.,Metal is a name of a good.
Building.Ruins.DisplayName,Rovine,
Building.Ruins.FlavorDescription,"Sparse in giro per il mondo, le rovine degli umani regalano ai castori l'inimmaginabile: una risorsa persino superiore al legno.",
Building.Scarecrow.Description,"Un ornamento da campo un tempo pensato per spaventare gli uccelli, ma che ora delizia sia grandi che piccini.",
Building.Scarecrow.DisplayName,Spaventapasseri,
Building.Scarecrow.FlavorDescription,Fenomenale nel suo campo.,
Building.ScavengerFlag.Description,I cercatori raccolgono rottami di metallo dalle rovine.,Metal is a name of a good;Ruins are a building
Building.ScavengerFlag.DisplayName,Bandiera del cercatore,
Building.ScavengerFlag.FlavorDescription,"Dato che portano metallo negli insediamenti che tradizionalmente sono di legno, i cercatori hanno guadagnato il rispetto di alcuni e il disprezzo di altri.",
Building.Scratcher.Description,Un macchinario per grattarsi nei punti più difficili da raggiungere.,
Building.Scratcher.DisplayName,Grattatoio,A rotating brush which beavers use to scratch their fur. For reference google videos of cow scratchers.
Building.Scratcher.FlavorDescription,"Anche quando si rilassano, i Denti di Ferro scalpitano dalla voglia di rimettersi all’opera.",Itching meaning having an itch as well as an idiom for wanting to do something very much. If possible try to adapt the phrase to fit your language. Iron Teeth must be the same as Faction.IronTeeth.DisplayName.
Building.Shower.Description,Una rinfrescante cascata di acqua di fiume per bagnarsi la pelliccia.,
Building.Shower.DisplayName,Doccia,A simple shower for beavers.
Building.Shower.FlavorDescription,Rende molto più tollerabile la riconquista delle lande desolate.,
Building.Shrub.DisplayName,Arbusto,Must be different than 'Bush' which is a plant in the game
Building.Shrub.FlavorDescription,"Per praticità, le decorazioni dovrebbero essere belle e anche gustose.",
Building.Slope.DisplayName,Discesa,
Building.Slope.FlavorDescription,Chiunque l’abbia messa qui ha la gratitudine dei castori.,
Building.Sluice.AboveContaminationToggle,Chiudi con contaminazione superiore a: {0},"Label of a toggle that enables automation based on contamination level, {0} stands for currently set level, ie 5%"
Building.Sluice.BelowContaminationToggle,Chiudi con contaminazione inferiore a: {0},"Label of a toggle that enables automation based on contamination level, {0} stands for currently set level, ie 5%"
Building.Sluice.Contamination,Contaminazione: {0},"Level of the water contamination, {0} stands for contamination level in percent. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Building.Sluice.Description,Scarico delle acque unidirezionale automatizzato.,
Building.Sluice.DisplayName,Paratoia,Also known as a sluice gate. Different than Building.Floodgate.DisplayName.
Building.Sluice.DownstreamDepth,Profondità a valle: {0},{0} stands for chosen downstream depth maintained by the building.
Building.Sluice.FlavorDescription,"""Suli, hai di nuovo scordato di scaricare la malacqua?"" – Ma’Nganel",Badwater has to be consistent with Good.Badwater.DisplayName
Building.Sluice.MaximumDepthToggle,Chiudi con profondità a valle superiore a: {0},Label of a toggle that enables automation based on the maximum downstream depth of water
Building.Sluice.Mode.Auto,Automatizzazione,Label of the toggle that sets the sluice to work in automatic mode
Building.Sluice.Mode.AutoClosed,Chiusura automatica,Label for sluice working in automatic mode and is closed
Building.Sluice.Mode.AutoOpen,Apertura automatica,Label for sluice working in automatic mode and is opened
Building.Sluice.Mode.Closed,Chiusa,Label of the toggle that sets the sluice to be always closed
Building.Sluice.Mode.Open,Aperta,Label of the toggle that sets the sluice to be always open
Building.Sluice.Synchronize,Sincronizza con paratoie adiacenti,
Building.SmallIndustrialPile.DisplayName,Pila industriale piccola,
Building.SmallIndustrialPile.FlavorDescription,“Quindi le hanno schiaffato sopra un tetto e l’hanno definita industriale? Classico.” – Piny,
Building.SmallPile.Description,Conserva merci ingombranti.,
Building.SmallPile.DisplayName,Pila piccola,
Building.SmallPile.FlavorDescription,Nessun individuo con un minimo di decenza butta i materiali edili in terra.,
Building.SmallTank.Description,Conserva i liquidi.,
Building.SmallTank.DisplayName,Piccolo serbatoio,
Building.SmallTank.FlavorDescription,Imparare a conservare ogni singola goccia ha insegnato ai castori ad adattarsi all’ambiente inclemente.,
Building.SmallWarehouse.Description,Conserva le merci.,
Building.SmallWarehouse.DisplayName,Magazzino piccolo,
Building.SmallWarehouse.FlavorDescription,“Niente dinamite nella mia dispensa. Grazie e arrivederci.” – Ma’Nganel,
Building.Smelter.Description,Fonde i rottami di metallo convertendoli in blocchi di metallo.,Scrap metal should be the same as Good.ScrapMetal.DisplayName and metal blocks should be the same as Good.MetalBlock.DisplayName
Building.Smelter.DisplayName,Fonderia,A facility that uses very high temperature to produce metal blocks from iron ore.
Building.Smelter.FlavorDescription,Il nuovo mondo dei castori è forgiato col sudore e odora di pelo bruciacchiato.,
Building.SpiralStairs.DisplayName,Scale a chiocciola,Name of a building that allows beavers to climb up and down in a spiral manner.
Building.SquareBanner.Description,Uno striscione personalizzabile di forma quadrata.,
Building.SquareBanner.DisplayName,Striscione quadrato,"Short, standing banner in a square bracket."
Building.Stairs.DisplayName,Scale,
Building.Stairs.FlavorDescription,"Con l’invenzione delle scale, i castori hanno raggiunto nuove vette.",
Building.StartingLocation.DisplayName,Postazione iniziale,
Building.SteamEngine.Description,Brucia combustibile per ottenere energia.,
Building.SteamEngine.DisplayName,Motore a vapore,
Building.SteamEngine.FlavorDescription,"Per quanto questa invenzione sia grandiosa, è diventata una spina nel fianco delle nazioni dei castori, tranne che per i Denti di Ferro.","Iron Teeth is one of the playable factions, with the Engine being one of their unique buildings."
Building.StreamGauge.Contamination,Contaminazione: {0},"Level of the water contamination, {0} stands for contamination level in percent. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Building.StreamGauge.Current,Attuale: {0} m³/s,"Intensity of the water current, {0} stands for current speed in cubic metre per second"
Building.StreamGauge.Depth,Profondità: {0},"Level of the water depth, {0} stands for this value in meters"
Building.StreamGauge.Description,"Misura la profondità, il flusso e la contaminazione della malacqua.",Badwater should be the same as Good.Badwater.DisplayName.
Building.StreamGauge.DisplayName,Idrometro,
Building.StreamGauge.FlavorDescription,C’è nelle cose castorose una marea che colta al flusso mena alla fortuna.,Adapted quote from Shakespeare's 'Julius Cesar'
Building.StreamGauge.GreatestDepth,Profondità massima: {0},"Level of the greatest noted water depth, {0} stands for this value in meters"
Building.StreamGauge.Reset,Resetta,
Building.SuspensionBridge.Description,Permette ai castori di superare le vallate.,
Building.SuspensionBridge.FlavorDescription,Più solido di quanto sembri.,
Building.SuspensionBridge1x1.DisplayName,Ponte sospeso 1x1,Numbers at the end denote size X by Y
Building.SuspensionBridge2x1.DisplayName,Ponte sospeso 2x1,Numbers at the end denote size X by Y
Building.SuspensionBridge3x1.DisplayName,Ponte sospeso 3x1,Numbers at the end denote size X by Y
Building.SuspensionBridge4x1.DisplayName,Ponte sospeso 4x1,Numbers at the end denote size X by Y
Building.SuspensionBridge5x1.DisplayName,Ponte sospeso 5x1,Numbers at the end denote size X by Y
Building.SuspensionBridge6x1.DisplayName,Ponte sospeso 6x1,Numbers at the end denote size X by Y
Building.SwimmingPoll.FlavorDescription,"“Rilassati e divertiti pure, ma devi lavorare sul tuo stile a coda libera!” – Piny","Backstroke is a swimming style, but beavers also have tails. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.SwimmingPool.Description,Corsie delimitate per allenarsi indisturbati nell'immersione a tutto corpo.,
Building.SwimmingPool.DisplayName,Piscina,
Building.TappersShack.Description,Richiede spillatori che raccolgano la linfa e lo sciroppo dagli alberi.,
Building.TappersShack.DisplayName,Bottega degli spillatori,"A shack where workers tap trees to gather sap and syrups, similar to sugar shacks in Canada."
Building.TappersShack.FlavorDescription,"Ai cuccioli viene insegnato fin da subito che ogni goccia conta, che sia d’acqua o di resina.",
Building.TeethGrindstone.Description,Affila i denti scheggiati.,Chipped teeth refers to Need.ChippedTeeth.CriticalDescription
Building.TeethGrindstone.DisplayName,Pietra affiladenti,A grindstone contraption for sharpening beaver teeth
Building.TeethGrindstone.FlavorDescription,Parte della routine quotidiana.,"This building is used by beavers to clear the ""chipped teeth"" status. Chipped teeth refers to Need.ChippedTeeth.DisplayName."
Building.TerrainBlock.Description,Un blocco di terreno artificiale. L'ordine di costruzione segue le frecce sopra.,Block of terrain refers to Building.TerrainBlock.DisplayName.
Building.TerrainBlock.DisplayName,Blocco di terreno,A 1x1x1 chunk of terrain
Building.Thorns.Description,"Un ostacolo impenetrabile che ostruisce anche l'irrigazione e la contaminazione. Difficile da demolire, e potrebbe ferire chi tenti l'impresa.",
Building.Thorns.DisplayName,Rovi,
Building.TributeToIngenuity.DisplayName,Tributo all’ingegno,Name of a monument
Building.TributeToIngenuity.FlavorDescription,“Ma certo che svolge una funzione: quella di lasciare il segno.” – Ainstain,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.TripleDynamite.DisplayName,Dinamite tripla,Dynamite that makes 3 blocks deep hole
Building.TripleFloodgate.DisplayName,Chiusa tripla,
Building.TripleFloodgate.FlavorDescription,"Se l'acqua continuerà a salire, non sarà possibile arginarne il peso.",
Building.TripleLodge.Description,Dà rifugio a molti castori.,Houses thrice the amounts of beavers as normal lodge
Building.TripleLodge.DisplayName,Capanno triplo,
Building.TripleLodge.FlavorDescription,“Andate e moltiplicatevi” è uno di quei motti che i Codalesta seguono alla lettera.,Go Forth and multiply is a biblical quote.
Building.TriplePlatform.DisplayName,Piattaforma a 3 piani,Triple as triple the height of a normal platform
Building.TriplePlatform.FlavorDescription,È severamente vietato masticare i supporti!,
Building.Tubeway.Description,"Un mezzo di trasporto per castori, sempre rapido anche quando affollato.",
Building.Tubeway.DisplayName,Metrocastorina,"Tubeways are used as a network of large pipes for faster transportation around the map. Departure and arrival  happens in Building.TubewayStation.DisplayName, so they should be named similarly."
Building.Tubeway.FlavorDescription,Si dice che all'origine delle più stravaganti invenzioni dei Denti di Ferro ci sia una testata frontale tra due castori.,Hitting your head can be a source of crazy ideas in cartoons. Iron Teeth should be the same as Faction.IronTeeth.DisplayName
Building.TubewayStation.Description,Punto di ingresso e uscita della rete della metrocastorina.,
Building.TubewayStation.DisplayName,Stazione metrocastorina,"Beavers use it to enter Building.Tubeway.DisplayName, so they should be named similarly."
Building.TubewayStation.FlavorDescription,Ai castori claustrofobici si consiglia di utilizzare la strada.,"Tubeways are very tight corridors, so they wouldn't be accessible for beavers scared of such places."
Building.Tunnel.Description,Scava tunnel che attraversano il terreno e lo sostituisce con una piattaforma. Usa lo strumento per gli strati per vedere sotto al terreno o alle strutture.,"Platform is a building, same as Building.Platform.DisplayName"
Building.Tunnel.DisplayName,Galleria,Tunnel is a type of building that - when built - removes a tile of terrain and creates an underground tunnel
Building.UndergroundPile.DisplayName,Pila interrata,"The underground version of a pile, for reference check Building.SmallPile.DisplayName or Building.LargePile.DisplayName"
Building.UndergroundPile.FlavorDescription,Tutto lo spazio a disposizione vale la sudata sugli scalini.,
Building.UndergroundRuins.Description,Rovine sepolte ricche di rottami di metallo da estrarre.,
Building.UndergroundRuins.DisplayName,Rovine sepolte,Buried ruins on top of which an extracting facility - a mine - can be placed.
Building.UndergroundRuins.FlavorDescription,"Qualsiasi cosa stessero congetturando gli esseri umani qui, doveva richiedere ingenti quantità di metallo.",
Building.UnstableCore.Description,"Un vecchio dispositivo che, inevitabilmente, esploderà.",
Building.UnstableCore.DisplayName,Nucleo instabile,An object that can be placed in map editor that explodes after a set time. Name shouldn't suggest strictly military use or radioactive effect.
Building.VerticalPowerShaft.Description,Trasferisce energia. Si collega verso l'alto.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalPowerShaft.DisplayName,Albero energetico verticale,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalPowerShaft.FlavorDescription,È di aiuto quando il consumo energetico aumenta.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalTubeway.Description,"Un mezzo di trasporto per castori, sempre rapido anche se affollato. Si collega verso l'alto.",The first sentence must be the same as Building.Tubeway.Description
Building.VerticalTubeway.DisplayName,Metrocastorina verticale,"An expanded version of the Building.Tubeway.DisplayName with a solid platform on top of it, that allows other Tubes or structures to be placed on top of it. Tubes are used as a network of large pipes for faster transportation around the map. Departure and arrival happens in Building.TubewayStation.DisplayName, so they should be named similarly."
Building.VerticalTubeway.FlavorDescription,"Vai su, su, giù, giù, sinistra, destra, sinistra, destra, indietro, avanti. Mh, ti trovi di nuovo al punto di partenza.",Konami Code reference
Building.WaterPump.Description,Pompa e filtra l’acqua potabile per i castori. La contaminazione della malacqua ne rallenta la velocità di pompaggio.,Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.WaterPump.DisplayName,Pompa d’acqua,
Building.WaterPump.FlavorDescription,Un sorso di acqua fresca per ricaricare le pile.,"""Pumped"" pun, feel free to adapt."
Building.WaterSeep.Description,Una sorgente d'acqua a pressione limitata.,
Building.WaterSeep.DisplayName,Infiltrazione d'acqua,"A building that allows water to seep through, creating a natural water source."
Building.WaterSource.DisplayName,Sorgente d’acqua,
Building.WaterSource.FlavorDescription,“Che i tuoi fiumi possano sempre fluire.” – Saluto dei castori,
Building.WaterWheel.Description,"Produce energia. Deve essere posizionato in acqua corrente, lungo la riva.",Power is not an electrical but mechanical/kinetic energy.
Building.WaterWheel.DisplayName,Mulino ad acqua,
Building.WaterWheel.FlavorDescription,L'opera magna di Ainstain.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Weathervane.Description,Una piccola pala che indica la direzione e la forza del vento.,
Building.Weathervane.DisplayName,Banderuola,A decoration that turns towards the wind
Building.Weathervane.FlavorDescription,"""Se ho ragione, quest'affare potrebbe spiccare il volo se collegato a un motore e un paio di ali."" – Piny","Referencing the Wright brothers and their first-ever aircraft. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.Weathervane.WindStrength,Forza del vento: {0}%,This tells how strong the wind is in percent between 0 and 100
Building.WindTunnel.Description,"Una macchina in grado di sollevare da terra i castori, regalando loro esperienze intense e indelebili.",
Building.WindTunnel.DisplayName,Galleria del vento,
Building.WindTunnel.FlavorDescription,“Ritengo di poter volare. Ho solo bisogno di calcolare la velocità di fuga corretta.” – Ainstain,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.WindTurbine.Description,Genera energia in proporzione alla velocità del vento.,
Building.WindTurbine.DisplayName,Turbina eolica,
Building.WindTurbine.FlavorDescription,"""Non siamo che segatura al vento!"" – Canzone dei Codalesta","Reference to ""Dust in the Wind"" by Kansas."
Building.WoodFence.Description,Una recinzione decorativa fatta di tronchi.,
Building.WoodFence.DisplayName,Recinzione di legno,
Building.WoodFence.FlavorDescription,"È come una diga, ma per castori.",
Building.WoodWorkshop.Description,Rinforza le assi impregnandole di resina.,It produces treated / impregnated planks. The resin used is a pine resin.
Building.WoodWorkshop.DisplayName,Falegnameria,It produces treated / impregnated planks. Do NOT use the same term as lumber mill.
Building.WoodWorkshop.FlavorDescription,Sai perché le assi impregnate di resina sono così robuste? Perché sono state trattate bene.,"'Because resins' sounds like 'Because reasons', wordplay on an older meme."
Building.ZiplineBeam.Description,Una trave orizzontale che porta i cavi della teleferica da una stazione all'altra.,
Building.ZiplineBeam.DisplayName,Trave della teleferica,"A horizontal pole with an anchor point at its end that serves as a base for connecting zipline networks, which are used by beavers to travel faster around the map. Departure and arrival happens in Building.ZiplineStation.DisplayName, so they should be named similarly."
Building.ZiplineBeam.FlavorDescription,Dobbiamo costruire altre travi. – Piny,"Reference to the Starcraft warning ""We must construct additional pylons"", but a subversion of expectations since it's not on the pylon building."
Building.ZiplinePylon.Description,Una torre che porta i cavi della teleferica da una stazione all'altra.,
Building.ZiplinePylon.DisplayName,Pilone della teleferica,"A high pole that serves as a base for connecting zipline networks, which are used by beavers to travel faster around the map. Departure and arrival happens in Building.ZiplineStation.DisplayName, so they should be named similarly."
Building.ZiplinePylon.FlavorDescription,È considerata buona educazione battere coda contro coda quando si incontra un altro castoro.,Beaver version of a high five
Building.ZiplineStation.Description,Un mezzo di trasporto rapido e adrenalinico.,
Building.ZiplineStation.DisplayName,Stazione teleferica,"A station used for boarding zipline networks. They can be extended further using Building.ZiplinePylon.DisplayName, so they should be named similarly."
Building.ZiplineStation.FlavorDescription,"""Per salire, devi avere la coda lunga così."" – Cartello all'ingresso","Reference to signs placed at amusement parks in front of the rides, but requiring tail length instead of height."
BuildingTools.CantUnlock,Non puoi sbloccare {0} perché non hai abbastanza Punti Scienza.,{0} stands for Building.DisplayName {1} stands for amount. Prompt when player doesn't have enough science points to unlock a building.
BuildingTools.DistrictsInConflict,I distretti devono essere separati da un interscambio distrettuale.,A warning when a player tries to connect two districts without separating them with a District Crossing. District Crossing should be the same as Building.DistrictCrossing.DisplayName
BuildingTools.UnlockLabel,Sblocca:,"Label of the button that unlocks the building, please keep short."
BuildingTools.UnlockPrompt,Vuoi davvero sbloccare {0}? Ti costerà {1} Punti Scienza.,{0} stands for Building.DisplayName {1} stands for amount. Prompt when player presses to unlock a building.
Buildings.AboveGround,<YellowHighlight>Sopraelevato:</YellowHighlight> va posizionato sopra agli altri edifici.,
Buildings.BadwaterAccess,<YellowHighlight>Dipendente dalla malacqua:</YellowHighlight> richiede accesso alla malacqua.,
Buildings.BottomConstraint,Non edificabile sul fondo della mappa.,An alert for when someone tries to build at the lowest layer of the map.
Buildings.ContinuousTerrainConstraint,Richiede un terreno ininterrotto fino al fondo della mappa.,Warning when trying to place an object (that requires it) on a terrain with gaps
Buildings.DeletePrompt,Vuoi davvero demolire l’edificio selezionato? Non potrai tornare indietro.,
Buildings.EntranceBlocked,Entrata bloccata.,"A notification for when a building entrance is blocked, keep it short"
Buildings.GroundOnly,<YellowHighlight>Solo terreno:</YellowHighlight>: edificabile solo sul terreno.,
Buildings.InfiniteDepth,infinita.,Used as an infinite depth description in Buildings.UndergroundDepth key. Please keep the dot if it's used in other similar keys e.g. Buildings.TopConstraint
Buildings.InvalidTerrainLevel,Non edificabile sul fondo della mappa.,An alert for when someone tries to build at the lowest layer of the map.
Buildings.MissingGroundBelow,Terreno sottostante mancante.,Warning shown to player when trying to place a building without ground underneath.
Buildings.PipeObstructed,Tubo ostruito.,Warning that will be shown to player when Water Pump Pipe has zero lenght.
Buildings.PreviewFlooded,Edificio allagato.,Warning that will be shown to player when they try to build a building i a flooded area.
Buildings.Solid,<YellowHighlight>Portante:</YellowHighlight>: è possibile costruirci sopra altri edifici.,Solid or Stackable — something that tells the player that you can build on top of it
Buildings.TopConstraint,Non edificabile così in alto.,An alert for when someone tries to build forbidden buildings at the max terrain level of the map.
Buildings.UndergroundDepth,<YellowHighlight>Profondità nel sottosuolo:</YellowHighlight> {0}, Denotes a building that is built underground. The number tells how many blocks underground it occupies.
Buildings.UnsuitableBuildingAbove,Impossibile posizionare {0} su {1},"Shown when the player tries to place a building on top of another (invalid) building, {0} and {1} stand for buildings DisplayName."
Buildings.UnsuitableBuildingBelow,Questo edificio va collocato sopra: {0},{0} stands for another buildings DisplayName. This is a warning shown to the user during building placing.
Buildings.WaterAccess,<YellowHighlight>Dipendente dall’acqua</YellowHighlight>: richiede accesso all’acqua.,
Buildings.Wonder,<YellowHighlight>Meraviglia</YellowHighlight>: l'apice dell'ingegneria dei castori.,Wonder is a keyword. Shown after selecting a wonder type building.
Camera.StateSaved,Posizione della visuale salvata,"Notification on top of the window when camera state(location, rotation) is saved by player."
CancelPlantingTool.Description,Usalo per deselezionare le aree di coltivazione.,Description of a tool that removes fields.
CancelPlantingTool.Title,Elimina l'area di coltivazione,Tool that removes fields so the beavers won't plant there.
Carrying.Carry,Sta trasportando: {0} ({1} di {2} kg),{0} stands for Good.DisplayName {1} stands for carried good weight {2} stands for beaver lifting capacity. Tells player what the beaver is carrying and how much it weighs in comparison to the beaver's strength
Carrying.Nothing,nulla,When beaver is carrying nothing.
Condition.DisplayName,Condizione,"Bot equivalent of wellbeing (how good they are taken care of, how good their mechanical condition is)"
Console.CloseButton,Chiudi,Label of the button that closes the console
Console.Collapse,▲ Riduci,Label of the button that collapses the console vertically. Please keep the arrow.
Console.Expand,▼ Espandi,Label of the button that expands the console vertically. Please keep the arrow.
Console.OpenFolderButton,Apri la cartella dei registri,Label of the button that opens the folder with logs
ConstructionSites.DisplayName,Cantiere,
ConstructionSites.Info.WaitingForMaterials,(in attesa di materiali),Awaiting new materials to build
ConstructionSites.Priority,Priorità di costruzione,
ConstructionSites.PriorityTitle,Priorità di costruzione:,Setting a priority for construction work on a construction site
ConstructionSites.Progress,Progressi: {0}%,{0} stands for percentage of construction progress
Core.BrowseFolder,Sfoglia cartella ►,Opens file browser to either save folder or map folder. Please keep the arrow.
Core.Cancel,Annulla,A button please keep short
Core.EmptyList,Qui non c'è ancora nulla.,A text shown in a list that does not contain any elements.
Core.GameTip,"Suggerimento: se un edificio, come un capanno o un magazzino, è contrassegnato come <YellowHighlight>Portante</YellowHighlight>, puoi costruirci sopra altre strutture.",Tip that shows up while the game is loading. Solid is a keyword.
Core.GoodNameAndAmount,{0} ({1}),"Used for example in building material costs, {0} stands for good name, {1} stands for amount"
Core.GoodNameAndAmountPerHour,{0} ({1} all'ora),"Used for example in building good usage, {0} stands for good name, {1} stands for amount"
Core.Load,Carica,A button please keep short
Core.Loading,CARICAMENTO,Used in loading screen during loading
Core.NavigationBack,Indietro,Used in forms to navigate to the previous step.
Core.NavigationNext,Avanti,Used in forms to navigate to the next step.
Core.No,No,A button please keep short
Core.OK,OK,A button please keep short
Core.Overwrite,Sovrascrivi,A button shown in prompts with confirmation that a file will be overwritten
Core.Save,Salva,A button please keep short
Core.SaveAs,Salva come...,A button please keep short
Core.Start,Inizia,A button please keep short
Core.Status,Stato:,Indication in interface about status of some property. For example 'Status: Enabled'
Core.Yes,Sì,
CrashScreen.CommentPlaceholder,(Facoltativo) Commento per la nostra squadra,Shown in a crash screen text field where players can optionally enter a comment that will help track down the bug
CrashScreen.EmailPlaceholder,(Facoltativo) Indirizzo e-mail nel caso dovessimo contattarti,Shown in a crash screen text field where players can optionally enter their email
CrashScreen.HowToFindReport,Puoi vedere qui quali dati saranno inclusi nella segnalazione:,
CrashScreen.HowToFindReportShort,Qui trovi la segnalazione di un errore:,
CrashScreen.Introduction,"Errore imprevisto. La colpa è nostra, ma puoi aiutarci a risolvere il problema inviandoci una segnalazione di arresto anomalo.",
CrashScreen.ManualInstructions,Oppure puoi inviarla manualmente:,
CrashScreen.ModdedInstructions,Le istruzioni su come rimuovere le mod sono disponibili qui:,
CrashScreen.ModdedIntroduction,"Sembra che tu stia usando una versione moddata del gioco, che potrebbe causare un arresto del gioco.",
CrashScreen.PrivacyPolicyAccept,Accetto la,Next to a checkbox and followed by CrashScreen.PrivacyPolicyLink
CrashScreen.PrivacyPolicyLink,Informativa sulla privacy,Preceded by a checkbox and CrashScreen.PrivacyPolicyToggle
CrashScreen.SendFail,"Invio non riuscito, fai clic per riprovare",
CrashScreen.SendReport,Segnala l’errore alla squadra di Timberborn,
CrashScreen.SendSuccess,Abbiamo ricevuto la tua segnalazione. Grazie!,
CrashScreen.Sending,Invio...,
CrashScreen.Title,Oh-oh... Si è verificato un problema :'(,
Decals.Browse,Sfoglia,Label of a button that opens a file explorer with a folder with custom patterns. Please keep short.
Decals.Flip,Inverti fantasia,Label on a button to flip (mirror) the pattern in the decal panel building
Decals.Refresh,Aggiorna,Label of a button that refreshes/reloads custom patterns from disk. Please keep short.
Decals.UserPatterns,Fantasie personalizzate,Header of the panel that allows managing custom user patterns (loading custom images). Please keep short.
DeletionBlocker.ObjectAtop,È presente una struttura nella parte superiore.,Shown when the player tries to delete a structure that has another structure on top.
